9,7 
3997,3198 
3985,3186 
4000,733 
12,9 
5,4 
3991,3192 
3984,3184 
3,3 
15,11 
6,5 
3989,3190 
3982,3183 
5,4 
11,8 
3996,3197 
3986,3187 
3,3 
12,9 
9,7 
3996,3197 
3988,3189 
10,8 
16,12 
3,3 
3986,3187 
3995,3196 
17,12 
12,9 
3994,3195 
3987,3188 
7,6 
12,9 
3998,3199 
3984,3184 
3999,3200 
9,7 
3996,3197 
3989,3190 
5,4 
6,5 
3996,3197 
3990,3191 
1,2 
9,7 
8,6 
3995,3196 
3990,3191 
9,7 
13,10 
4000,733 
3985,3186 
2,2 
3,3 
3993,3194 
3988,3189 
0,1 
0,1 
3992,3193 
3997,3198 
1,2 
3997,3198 
3993,3194 
4000,733 
3998,3199 
3994,3195 
3997,3198 
3994,3195 
3997,3198 
3995,3196 
3997,3198 
3996,3197 
3997,3198 
3996,3197 
3995,3196 
3998,3199 
3996,3197 
3997,3198 
3996,3197 
3997,3198 
3996,3197 
3997,3198 
3996,3197 
3996,3197 
3998,3199 
9,7 
12,9 
7,6 
3997,3198 
3991,3192 
4,4 
3,3 
3994,3195 
3993,3194 
5,4 
10,8 
3998,3199 
3988,3189 
4,4 
6,5 
3996,3197 
3990,3191 
2,2 
11,8 
10,8 
4000,733 
3989,3190 
9,7 
13,10 
3995,3196 
3988,3189 
8,6 
12,9 
4000,733 
3987,3188 
3,3 
11,8 
9,7 
3998,3199 
3988,3189 
8,6 
11,8 
3994,3195 
3987,3188 
9,7 
16,12 
4000,733 
3985,3186 
3,3 
16,12 
13,10 
3995,3196 
3989,3190 
9,7 
13,10 
3999,3200 
3987,3188 
5,4 
10,8 
3996,3197 
3988,3189 
6,5 
11,8 
3998,3199 
3988,3189 
5,4 
10,8 
3998,3199 
3985,3186 
3999,3200 
9,7 
3997,3198 
3986,3187 
0,1 
9,7 
3997,3198 
3986,3187 
4000,733 
8,6 
3995,3196 
3990,3191 
6,5 
4,4 
3993,3194 
3992,3193 
4,4 
11,8 
1,2 
3988,3189 
3996,3197 
6,5 
3994,3195 
3973,3176 
3997,3198 
3999,3200 
3984,3184 
3999,3200 
3992,3193 
3990,3191 
3997,3198 
3990,3191 
3998,3199 
3992,3193 
3996,3197 
3995,3196 
3994,3195 
3996,3197 
3995,3196 
3996,3197 
3995,3196 
3997,3198 
3996,3197 
3996,3197 
3997,3198 
3996,3197 
3996,3197 
3998,3199 
9,7 
12,9 
3,3 
3988,3189 
3987,3188 
2,2 
5,4 
3998,3199 
3990,3191 
0,1 
0,1 
3987,3188 
3987,3188 
2,2 
3996,3197 
3988,3189 
0,1 
3995,3196 
3990,3191 
3998,3199 
3992,3193 
3998,3199 
3993,3194 
3998,3199 
3994,3195 
3998,3199 
3995,3196 
3998,3199 
3995,3196 
3999,3200 
3996,3197 
3997,3198 
7,6 
11,8 
0,1 
3987,3188 
3989,3190 
4,4 
4,4 
3995,3196 
3992,3193 
1,2 
0,1 
3995,3196 
3994,3195 
8,6 
12,9 
4000,733 
3987,3188 
4,4 
9,7 
3997,3198 
3988,3189 
4,4 
6,5 
3998,3199 
3990,3191 
2,2 
3,3 
3996,3197 
3993,3194 
1,2 
3995,3196 
3993,3194 
0,1 
6,5 
11,8 
9,7 
3998,3199 
3989,3190 
4,4 
10,8 
2,2 
3990,3191 
3991,3192 
4,4 
11,8 
4,4 
3989,3190 
3995,3196 
9,7 
3,3 
3990,3191 
3994,3195 
9,7 
11,8 
1,2 
3989,3190 
3996,3197 
10,8 
8,6 
3995,3196 
3989,3190 
5,4 
8,6 
3997,3198 
3989,3190 
5,4 
3,3 
3991,3192 
2,2 
13,10 
3995,3196 
3985,3186 
7,6 
18,13 
8,6 
3990,3191 
3990,3191 
13,10 
13,10 
3994,3195 
3988,3189 
9,7 
15,11 
3,3 
3989,3190 
3997,3198 
17,12 
9,7 
3992,3193 
3990,3191 
9,7 
2,2 
3981,3182 
3975,3178 
4,4 
7,6 
3990,3191 
3983,3184 
5,4 
1,2 
3985,3186 
3977,3179 
3995,3196 
5,4 
3992,3193 
3992,3193 
3,3 
3994,3195 
3992,3193 
1,2 
3999,3200 
3993,3194 
4000,733 
6,5 
8,6 
3997,3198 
3989,3190 
4,4 
5,4 
3997,3198 
3989,3190 
4000,733 
1,2 
3994,3195 
3993,3194 
0,1 
4000,733 
3993,3194 
3996,3197 
3999,3200 
3988,3189 
3986,3187 
1,2 
3995,3196 
3990,3191 
3999,3200 
3990,3191 
3998,3199 
3996,3197 
3993,3194 
3998,3199 
3994,3195 
3997,3198 
3995,3196 
3998,3199 
3994,3195 
3998,3199 
3996,3197 
3997,3198 
3996,3197 
3996,3197 
3997,3198 
3996,3197 
3997,3198 
3997,3198 
6,5 
13,10 
6,5 
3991,3192 
3990,3191 
5,4 
10,8 
3998,3199 
3989,3190 
5,4 
10,8 
3999,3200 
3988,3189 
3,3 
10,8 
5,4 
3991,3192 
3993,3194 
7,6 
3,3 
3993,3194 
3993,3194 
3,3 
3995,3196 
3993,3194 
3,3 
3999,3200 
3993,3194 
1,2 
3998,3199 
3995,3196 
0,1 
6,5 
9,7 
3997,3198 
3986,3187 
3998,3199 
10,8 
6,5 
3993,3194 
3991,3192 
6,5 
8,6 
3996,3197 
3990,3191 
13,10 
7,6 
3990,3191 
3989,3190 
14,10 
10,8 
3990,3191 
3990,3191 
13,10 
15,11 
3998,3199 
3986,3187 
6,5 
13,10 
3999,3200 
3987,3188 
5,4 
11,8 
3997,3198 
3988,3189 
6,5 
11,8 
3999,3200 
3988,3189 
4,4 
7,6 
4000,733 
3990,3191 
1,2 
9,7 
8,6 
3996,3197 
3990,3191 
5,4 
5,4 
3995,3196 
3988,3189 
0,1 
11,8 
4,4 
3989,3190 
3995,3196 
8,6 
3993,3194 
3976,3178 
3998,3199 
15,11 
8,6 
3992,3193 
3982,3183 
4000,733 
6,5 
3993,3194 
3989,3190 
1,2 
9,7 
9,7 
3998,3199 
3989,3190 
4,4 
5,4 
3995,3196 
3992,3193 
4,4 
2,2 
3993,3194 
3995,3196 
3,3 
3999,3200 
3993,3194 
0,1 
4000,733 
3993,3194 
3996,3197 
5,4 
12,9 
3,3 
3989,3190 
3989,3190 
5,4 
12,9 
9,7 
3997,3198 
3989,3190 
9,7 
13,10 
3995,3196 
3988,3189 
10,8 
10,8 
3995,3196 
3988,3189 
7,6 
12,9 
4000,733 
3987,3188 
3,3 
12,9 
5,4 
3991,3192 
3996,3197 
18,13 
10,8 
3990,3191 
3978,3180 
4000,733 
4000,733 
3980,3181 
3978,3180 
4000,733 
2,2 
3990,3191 
3992,3193 
2,2 
3992,3193 
3994,3195 
1,2 
3993,3194 
3990,3191 
4,4 
3997,3198 
3989,3190 
1,2 
3999,3200 
3993,3194 
1,2 
3998,3199 
3994,3195 
4000,733 
3997,3198 
3996,3197 
8,6 
11,8 
3998,3199 
3988,3189 
4,4 
11,8 
8,6 
3996,3197 
3989,3190 
4,4 
5,4 
3995,3196 
3991,3192 
3,3 
9,7 
3998,3199 
3988,3189 
5,4 
14,10 
5,4 
3991,3192 
3986,3187 
0,1 
5,4 
3998,3199 
3991,3192 
2,2 
2,2 
3996,3197 
3992,3193 
8,6 
13,10 
0,1 
3987,3188 
4000,733 
17,12 
0,1 
3983,3184 
3997,3198 
9,7 
3997,3198 
3985,3186 
1,2 
3,3 
3992,3193 
3982,3183 
3999,3200 
3,3 
3994,3195 
3991,3192 
2,2 
3998,3199 
3992,3193 
4000,733 
3992,3193 
3996,3197 
3,3 
6,5 
3998,3199 
3985,3186 
3984,3184 
2,2 
13,10 
8,6 
3993,3194 
3988,3189 
1,2 
10,8 
8,6 
3996,3197 
3989,3190 
3,3 
5,4 
3996,3197 
3991,3192 
2,2 
9,7 
9,7 
3998,3199 
3988,3189 
0,1 
9,7 
9,7 
3997,3198 
3989,3190 
11,8 
7,6 
3990,3191 
3979,3181 
4000,733 
3999,3200 
3986,3187 
4000,733 
3994,3195 
3970,3174 
3992,3193 
4000,733 
3985,3186 
3997,3198 
3986,3187 
3995,3196 
3992,3193 
3991,3192 
3995,3196 
3992,3193 
3994,3195 
3993,3194 
3995,3196 
3994,3195 
3995,3196 
3996,3197 
3995,3196 
3997,3198 
9,7 
9,7 
3998,3199 
3986,3187 
0,1 
4,4 
3994,3195 
3990,3191 
1,2 
2,2 
3997,3198 
3993,3194 
1,2 
4000,733 
3993,3194 
3999,3200 
13,10 
7,6 
3992,3193 
3990,3191 
8,6 
12,9 
0,1 
3987,3188 
3996,3197 
11,8 
2,2 
3988,3189 
3988,3189 
5,4 
9,7 
3997,3198 
3986,3187 
0,1 
10,8 
5,4 
3991,3192 
3987,3188 
1,2 
10,8 
5,4 
3991,3192 
3993,3194 
6,5 
3998,3199 
3990,3191 
0,1 
8,6 
9,7 
3998,3199 
3988,3189 
3,3 
6,5 
3997,3198 
3988,3189 
1,2 
11,8 
10,8 
3998,3199 
3989,3190 
6,5 
10,8 
3998,3199 
3986,3187 
3998,3199 
9,7 
3997,3198 
3986,3187 
1,2 
12,9 
9,7 
3995,3196 
3989,3190 
6,5 
11,8 
4000,733 
3988,3189 
10,8 
17,12 
2,2 
3986,3187 
3994,3195 
11,8 
3997,3198 
3987,3188 
5,4 
11,8 
3998,3199 
3987,3188 
4,4 
11,8 
3997,3198 
3985,3186 
3999,3200 
8,6 
3995,3196 
3986,3187 
4000,733 
10,8 
6,5 
3992,3193 
3992,3193 
7,6 
3,3 
3993,3194 
3993,3194 
4,4 
9,7 
3997,3198 
3989,3190 
5,4 
5,4 
3995,3196 
3988,3189 
1,2 
11,8 
10,8 
3998,3199 
3990,3191 
6,5 
10,8 
3998,3199 
3988,3189 
3,3 
8,6 
3996,3197 
3990,3191 
7,6 
11,8 
0,1 
3988,3189 
3997,3198 
10,8 
8,6 
3995,3196 
3989,3190 
5,4 
8,6 
3997,3198 
3989,3190 
5,4 
12,9 
10,8 
3999,3200 
3988,3189 
2,2 
9,7 
3997,3198 
3983,3184 
3994,3195 
6,5 
3997,3198 
3990,3191 
3,3 
3,3 
3995,3196 
3992,3193 
2,2 
1,2 
3994,3195 
3995,3196 
4000,733 
3989,3190 
3988,3189 
3997,3198 
3989,3190 
3997,3198 
3992,3193 
3993,3194 
3996,3197 
3993,3194 
3996,3197 
3994,3195 
3996,3197 
3995,3196 
3996,3197 
3996,3197 
3996,3197 
3997,3198 
3996,3197 
3996,3197 
3996,3197 
3997,3198 
3996,3197 
3997,3198 
7,6 
11,8 
4000,733 
3986,3187 
2,2 
3,3 
3989,3190 
3978,3180 
0,1 
3,3 
3991,3192 
3974,3177 
3985,3186 
3,3 
3998,3199 
3988,3189 
0,1 
4000,733 
3985,3186 
3988,3189 
3998,3199 
3988,3189 
3998,3199 
3990,3191 
3993,3194 
3995,3196 
3992,3193 
3995,3196 
3993,3194 
3996,3197 
3994,3195 
3996,3197 
3995,3196 
3996,3197 
3996,3197 
3996,3197 
3996,3197 
3996,3197 
3997,3198 
3995,3196 
3997,3198 
6,5 
11,8 
4000,733 
3986,3187 
3,3 
1,2 
3990,3191 
3992,3193 
1,2 
3993,3194 
3993,3194 
2,2 
9,7 
8,6 
3998,3199 
3987,3188 
2,2 
9,7 
3995,3196 
3972,3175 
398⸮SystemCoreClock 48000000
read gains: 100
read gains: 50
read gains: 0.5
read gains: 2.5
FLASH: PAGE 82 0x8014800 
14,10 
17,12 
10,8 
6,5 
11,8 
14,10 
8,6 
8,6 
11,8 
12,9 
9,7 
10,8 
11,8 
9,7 
11,8 
11,8 
11,8 
10,8 
11,8 
10,8 
11,8 
10,8 
msg: m
msg: e
f: 100
9,7 
3,3 
3,3 
7,6 
5,4 
2,2 
5,4 
5,4 
4,4 
4,4 
4,4 
4,4 
4,4 
3,3 
4,4 
3,3 
4,4 
4,4 
3,3 
2,2 
3,3 
2,2 
1,2 
2,2 
1,2 
0,1 
3992,3193 
3986,3187 
3989,3190 
3987,3188 
3988,3189 
3988,3189 
3987,3188 
3988,3189 
3987,3188 
3988,3189 
3987,3188 
3988,3189 
3988,3189 
3985,3186 
3984,3184 
3983,3184 
3982,3183 
3983,3184 
3982,3183 
3983,3184 
3982,3183 
3983,3184 
3981,3182 
3982,3183 
3981,3182 
3975,3178 
3965,3170 
3970,3174 
3967,3172 
3968,3172 
3968,3172 
3968,3172 
3967,3172 
3968,3172 
3967,3172 
3968,3172 
3967,3172 
3967,3172 
3968,3172 
3967,3172 
3966,3171 
3967,3172 
3966,3171 
3965,3170 
3964,3169 
3963,3168 
3962,3168 
3963,3168 
3962,3168 
3963,3168 
3962,3168 
3962,3168 
3961,3167 
3949,3157 
3946,3154 
3949,3157 
3946,3154 
3948,3156 
3947,3155 
3947,3155 
3947,3155 
3947,3155 
3947,3155 
3946,3154 
3945,3153 
3946,3154 
3945,3153 
3944,3152 
3943,3152 
3944,3152 
3943,3152 
3942,3151 
3943,3152 
3942,3151 
3940,3149 
3928,3140 
3928,3140 
3929,3141 
3927,3140 
3927,3140 
3929,3141 
3927,3140 
3929,3141 
3927,3140 
3926,3139 
3925,3138 
3924,3137 
3923,3136 
3922,3136 
3920,3134 
3908,3124 
3907,3123 
3909,3125 
3907,3123 
3908,3124 
3907,3123 
3907,3123 
3908,3124 
3907,3123 
3908,3124 
3907,3123 
3908,3124 
3908,3124 
3906,3122 
3905,3121 
3904,3120 
3905,3121 
3904,3120 
3903,3120 
3902,3119 
3903,3120 
3902,3119 
3902,3119 
3902,3119 
3903,3120 
3901,3118 
3890,3110 
3887,3108 
3889,3109 
3887,3108 
3888,3108 
3888,3108 
3888,3108 
3888,3108 
3887,3108 
3887,3108 
3887,3108 
3888,3108 
3887,3108 
3886,3107 
3885,3106 
3886,3107 
3884,3105 
3883,3104 
3882,3104 
3883,3104 
3882,3104 
3883,3104 
3882,3104 
3883,3104 
3882,3104 
3881,3103 
3869,3093 
3865,3089 
3869,3093 
3866,3090 
3868,3092 
3867,3091 
3867,3091 
3867,3091 
3867,3091 
3868,3092 
3866,3090 
3867,3091 
3866,3090 
3865,3089 
3864,3088 
3865,3089 
3863,3088 
3862,3087 
3863,3088 
3863,3088 
3861,3086 
3849,3077 
3847,3076 
3849,3077 
3847,3076 
3848,3076 
3848,3076 
3848,3076 
3848,3076 
3848,3076 
3847,3076 
3846,3075 
3845,3074 
3844,3073 
3843,3072 
3842,3072 
3843,3072 
3842,3072 
3843,3072 
3842,3072 
3841,3071 
3829,3061 
3827,3059 
3829,3061 
3827,3059 
3828,3060 
3828,3060 
3827,3059 
3827,3059 
3828,3060 
3827,3059 
3828,3060 
3827,3059 
3828,3060 
3827,3059 
3826,3058 
3825,3057 
3824,3056 
3823,3056 
3822,3055 
3823,3056 
3822,3055 
3823,3056 
3822,3055 
3821,3054 
3821,3054 
3812,3047 
3806,3043 
3809,3045 
3807,3044 
3808,3044 
3808,3044 
3807,3044 
3808,3044 
3807,3044 
3808,3044 
3807,3044 
3808,3044 
3808,3044 
3807,3044 
3806,3043 
3805,3042 
3803,3040 
3802,3040 
3803,3040 
3802,3040 
3803,3040 
3797,3035 
3785,3025 
3789,3029 
3787,3027 
3787,3027 
3788,3028 
3787,3027 
3787,3027 
3788,3028 
3787,3027 
3788,3028 
3788,3028 
3786,3026 
3785,3025 
3784,3024 
3785,3025 
3783,3024 
3782,3023 
3781,3022 
3782,3023 
3781,3022 
3780,3021 
3769,3013 
3767,3012 
3768,3012 
3767,3012 
3768,3012 
3768,3012 
3767,3012 
3768,3012 
3767,3012 
3768,3012 
3767,3012 
3768,3012 
3767,3012 
3767,3012 
3766,3011 
3764,3009 
3763,3008 
3762,3008 
3763,3008 
3762,3008 
3763,3008 
3762,3008 
3760,3006 
3747,2995 
3748,2996 
3749,2997 
3747,2995 
3748,2996 
3748,2996 
3747,2995 
3748,2996 
3747,2995 
3748,2996 
3747,2995 
3748,2996 
3748,2996 
3747,2995 
3746,2994 
3747,2995 
3746,2994 
3745,2993 
3744,2992 
3743,2992 
3742,2991 
3743,2992 
3743,2992 
3742,2991 
3743,2992 
3742,2991 
3741,2990 
3732,2983 
3726,2979 
3729,2981 
3727,2980 
3728,2980 
3728,2980 
3727,2980 
3727,2980 
3727,2980 
3727,2980 
3728,2980 
3727,2980 
3728,2980 
3726,2979 
3725,2978 
3726,2979 
3725,2978 
3724,2977 
3723,2976 
3724,2977 
3722,2976 
