1,2 
4,4 
8,6 
7,6 
4,4 
1,2 
2,2 
4,4 
6,5 
5,4 
3,3 
2,2 
3,3 
4,4 
3,3 
2,2 
1,2 
0,1 
1,2 
0,1 
3999,3200 
3998,3199 
3992,3193 
3989,3190 
3987,3188 
3986,3187 
3987,3188 
3986,3187 
3985,3186 
3984,3184 
3983,3184 
3984,3184 
3983,3184 
3982,3183 
3981,3182 
3980,3181 
3979,3181 
3978,3180 
3977,3179 
3971,3175 
3969,3173 
3968,3172 
3967,3172 
3966,3171 
3967,3172 
3966,3171 
3967,3172 
3966,3171 
3965,3170 
3964,3169 
3963,3168 
3962,3168 
3961,3167 
3960,3166 
3961,3167 
3960,3166 
3959,3165 
3958,3164 
3957,3163 
3951,3158 
3948,3156 
3946,3154 
3945,3153 
3946,3154 
3945,3153 
3944,3152 
3943,3152 
3942,3151 
3941,3150 
3942,3151 
3941,3150 
3940,3149 
3939,3149 
3938,3148 
3937,3147 
3931,3143 
3929,3141 
3928,3140 
3927,3140 
3926,3139 
3925,3138 
3924,3137 
3923,3136 
3922,3136 
3921,3135 
3922,3136 
3921,3135 
3920,3134 
3919,3133 
3918,3132 
3917,3131 
3911,3126 
3909,3125 
3907,3123 
3906,3122 
3905,3121 
3904,3120 
3903,3120 
3902,3119 
3901,3118 
3900,3117 
3901,3118 
3900,3117 
3899,3117 
3898,3116 
3897,3115 
3891,3111 
3889,3109 
3888,3108 
3887,3108 
3886,3107 
3887,3108 
3886,3107 
3885,3106 
3884,3105 
3883,3104 
3882,3104 
3883,3104 
3882,3104 
3881,3103 
3880,3102 
3879,3101 
3878,3100 
3877,3099 
3871,3094 
3868,3092 
3867,3091 
3866,3090 
3865,3089 
3864,3088 
3863,3088 
3862,3087 
3861,3086 
3862,3087 
3861,3086 
3860,3085 
3859,3085 
3858,3084 
3859,3085 
3858,3084 
3854,3081 
3849,3077 
3848,3076 
3847,3076 
3846,3075 
3845,3074 
3844,3073 
3843,3072 
3842,3072 
3841,3071 
3842,3072 
3841,3071 
3840,3070 
3839,3069 
3838,3068 
3832,3063 
3829,3061 
3827,3059 
3826,3058 
3827,3059 
3826,3058 
3827,3059 
3826,3058 
3825,3057 
3824,3056 
3823,3056 
3824,3056 
3823,3056 
3822,3055 
3821,3054 
3822,3055 
3821,3054 
3820,3053 
3819,3053 
3818,3052 
3819,3053 
3818,3052 
3816,3050 
3810,3046 
3809,3045 
3808,3044 
3807,3044 
3806,3043 
3805,3042 
3804,3041 
3803,3040 
3804,3041 
3803,3040 
3802,3040 
3801,3039 
3800,3038 
3799,3037 
3798,3036 
3791,3030 
3789,3029 
3787,3027 
3786,3026 
3785,3025 
3784,3024 
3783,3024 
3782,3023 
3781,3022 
3780,3021 
3779,3021 
3780,3021 
3779,3021 
3778,3020 
3779,3021 
3778,3020 
3775,3018 
3770,3014 
3769,3013 
3767,3012 
3766,3011 
3765,3010 
3764,3009 
3763,3008 
3762,3008 
3763,3008 
3762,3008 
3761,3007 
3760,3006 
3759,3005 
3760,3006 
3759,3005 
3758,3004 
3753,3000 
3750,2998 
3747,2995 
3746,2994 
3747,2995 
3746,2994 
3745,2993 
3744,2992 
3743,2992 
3742,2991 
3741,2990 
3740,2989 
3739,2989 
3738,2988 
3732,2983 
3729,2981 
3728,2980 
3727,2980 
3726,2979 
3725,2978 
3724,2977 
3723,2976 
3722,2976 
3721,2975 
3720,2974 
3719,2973 
3718,2972 
3711,2966 
3709,2965 
3707,2963 
3706,2962 
3707,2963 
3706,2962 
3705,2961 
3704,2960 
3703,2960 
3704,2960 
3703,2960 
3702,2959 
3701,2958 
3700,2957 
3699,2957 
3698,2956 
3692,2951 
3689,2949 
3688,2948 
3687,2948 
3686,2947 
3685,2946 
3684,2945 
3683,2944 
3682,2944 
3681,2943 
3680,2942 
3679,2941 
3680,2942 
3679,2941 
3678,2940 
3673,2936 
3670,2934 
3668,2932 
3667,2931 
3666,2930 
3667,2931 
3666,2930 
3665,2929 
3664,2928 
3663,2928 
3664,2928 
3663,2928 
3662,2927 
3661,2926 
3662,2927 
3661,2926 
3660,2925 
3659,2925 
3658,2924 
3652,2919 
3649,2917 
3648,2916 
3647,2916 
3646,2915 
3645,2914 
3644,2913 
3645,2914 
3644,2913 
3643,2912 
3642,2912 
3641,2911 
3640,2910 
3639,2909 
3638,2908 
3639,2909 
3638,2908 
3633,2904 
3629,2901 
3627,2899 
3626,2898 
3625,2897 
3624,2896 
3623,2896 
3622,2895 
3621,2894 
3620,2893 
3619,2892 
3618,2892 
3616,2890 
3610,2885 
3609,2884 
3608,2884 
3607,2883 
3606,2882 
3605,2881 
3604,2880 
3603,2880 
3602,2879 
3603,2880 
3602,2879 
3601,2878 
3600,2877 
3599,2876 
3598,2876 
3593,2872 
3590,2869 
3587,2867 
3586,2866 
3587,2867 
3586,2866 
3585,2865 
3584,2864 
3583,2864 
3582,2863 
3581,2862 
3580,2861 
3579,2861 
3580,2861 
3579,2861 
3578,2860 
3572,2855 
3569,2853 
3568,2852 
3567,2852 
3566,2851 
3565,2850 
3564,2849 
3563,2848 
3562,2848 
3563,2848 
3562,2848 
3561,2847 
3560,2846 
3559,2845 
3560,2846 
3559,2845 
3558,2844 
3559,2845 
3558,2844 
3553,2840 
3549,2837 
3548,2836 
3546,2834 
3545,2833 
3551,2838 
3550,2838 
3549,2837 
3550,2838 
3549,2837 
3548,2836 
3549,2837 
3548,2836 
3547,2835 
3548,2836 
3547,2835 
3546,2834 
3547,2835 
3546,2834 
3547,2835 
3546,2834 
3545,2833 
3544,2832 
3545,2833 
3544,2832 
3543,2832 
3544,2832 
3543,2832 
3542,2831 
3541,2830 
3542,2831 
3541,2830 
3540,2829 
3539,2828 
3540,2829 
3539,2828 
3538,2828 
3537,2827 
3534,2824 
3533,2824 
3534,2824 
3533,2824 
3532,2823 
3533,2824 
3532,2823 
3531,2822 
3532,2823 
3531,2822 
3530,2821 
3531,2822 
3530,2821 
3529,2820 
3530,2821 
3529,2820 
3528,2820 
3529,2820 
3528,2820 
3529,2820 
3528,2820 
3527,2819 
3526,2818 
3525,2817 
3526,2818 
3525,2817 
3524,2816 
3523,2816 
3524,2816 
3523,2816 
3522,2815 
3523,2816 
3522,2815 
3521,2814 
3522,2815 
3521,2814 
3520,2813 
3521,2814 
3520,2813 
3519,2812 
3520,2813 
3519,2812 
3518,2812 
3514,2808 
3515,2809 
3513,2808 
3512,2807 
3513,2808 
3512,2807 
3511,2806 
3510,2805 
3511,2806 
3510,2805 
3509,2804 
3510,2805 
3509,2804 
3508,2804 
3509,2804 
3508,2804 
3507,2803 
3506,2802 
3507,2803 
3506,2802 
3505,2801 
3506,2802 
3505,2801 
3504,2800 
3503,2800 
3504,2800 
3503,2800 
3504,2800 
3503,2800 
3502,2799 
3501,2798 
3502,2799 
3501,2798 
3500,2797 
3501,2798 
3500,2797 
3499,2797 
3500,2797 
3499,2797 
3498,2796 
3495,2794 
3494,2793 
3493,2792 
3492,2791 
3493,2792 
3492,2791 
3491,2791 
3492,2791 
